platform,country,country_code,region,city
Uber,"United States",US,"Michigan","Jonesville"
Uber,"United States",US,"Michigan","Kalamazoo"
Uber,"United States",US,"Michigan","Kalkaska"
Uber,"United States",US,"Michigan","Keego Harbor"
Uber,"United States",US,"Michigan","Kent City"
Uber,"United States",US,"Michigan","Kentwood"
Uber,"United States",US,"Michigan","Kingsford"
Uber,"United States",US,"Michigan","Kingsley"
Uber,"United States",US,"Michigan","Laingsburg"
Uber,"United States",US,"Michigan","Lake Angelus"
Uber,"United States",US,"Michigan","Lake Ann"
Uber,"United States",US,"Michigan","Lake Leelanau"
Uber,"United States",US,"Michigan","Lake Linden"
Uber,"United States",US,"Michigan","Lake Odessa"
Uber,"United States",US,"Michigan","Lake Orion"
Uber,"United States",US,"Michigan","Lambertville"
Uber,"United States",US,"Michigan","Lansing"
Uber,"United States",US,"Michigan","Lapeer"
Uber,"United States",US,"Michigan","Lathrup Village"
Uber,"United States",US,"Michigan","Lawrence"
Uber,"United States",US,"Michigan","Lawton"
Uber,"United States",US,"Michigan","Leland"
Uber,"United States",US,"Michigan","Leonard"
Uber,"United States",US,"Michigan","Lincoln Park"
Uber,"United States",US,"Michigan","Linden"
Uber,"United States",US,"Michigan","Livonia"
Uber,"United States",US,"Michigan","Lowell"
Uber,"United States",US,"Michigan","Ludington"
Uber,"United States",US,"Michigan","Luna Pier"
Uber,"United States",US,"Michigan","Lyons"
Uber,"United States",US,"Michigan","Mackinaw City"
Uber,"United States",US,"Michigan","Madison Heights"
Uber,"United States",US,"Michigan","Manchester"
Uber,"United States",US,"Michigan","Manistee"
Uber,"United States",US,"Michigan","Manitou Beach"
Uber,"United States",US,"Michigan","Maple City"
Uber,"United States",US,"Michigan","Marine City"
Uber,"United States",US,"Michigan","Marquette"
Uber,"United States",US,"Michigan","Marshall"
Uber,"United States",US,"Michigan","Martin"
Uber,"United States",US,"Michigan","Marysville"
Uber,"United States",US,"Michigan","Mason"
Uber,"United States",US,"Michigan","Mattawan"
Uber,"United States",US,"Michigan","Maybee"
Uber,"United States",US,"Michigan","Melvindale"
Uber,"United States",US,"Michigan","Menominee"
Uber,"United States",US,"Michigan","Metamora"
Uber,"United States",US,"Michigan","Michiana Shores"
Uber,"United States",US,"Michigan","Michigan Center"
Uber,"United States",US,"Michigan","Middleville"
Uber,"United States",US,"Michigan","Midland"
Uber,"United States",US,"Michigan","Milan"
Uber,"United States",US,"Michigan","Milford"
Uber,"United States",US,"Michigan","Millington"
Uber,"United States",US,"Michigan","Monroe"
Uber,"United States",US,"Michigan","Montague"
Uber,"United States",US,"Michigan","Mount Clemens"
Uber,"United States",US,"Michigan","Mount Morris"
Uber,"United States",US,"Michigan","Mount Pleasant"
Uber,"United States",US,"Michigan","Munising"
Uber,"United States",US,"Michigan","Muskegon Heights"
Uber,"United States",US,"Michigan","Muskegon"
Uber,"United States",US,"Michigan","New Baltimore"
Uber,"United States",US,"Michigan","New Buffalo"
Uber,"United States",US,"Michigan","New Era"
Uber,"United States",US,"Michigan","New Haven"
Uber,"United States",US,"Michigan","Newport"
Uber,"United States",US,"Michigan","Niles"
Uber,"United States",US,"Michigan","North Adams"
Uber,"United States",US,"Michigan","North Branch"
Uber,"United States",US,"Michigan","Northport"
Uber,"United States",US,"Michigan","Northville"
Uber,"United States",US,"Michigan","Norton Shores"
Uber,"United States",US,"Michigan","Norway"
Uber,"United States",US,"Michigan","Novi"
Uber,"United States",US,"Michigan","Oak Park"
Uber,"United States",US,"Michigan","Okemos"
Uber,"United States",US,"Michigan","Onsted"
Uber,"United States",US,"Michigan","Orchard Lake"
Uber,"United States",US,"Michigan","Ortonville"
Uber,"United States",US,"Michigan","Oscoda"
Uber,"United States",US,"Michigan","Otsego"
Uber,"United States",US,"Michigan","Oxford"
Uber,"United States",US,"Michigan","Parchment"
Uber,"United States",US,"Michigan","Parma"
Uber,"United States",US,"Michigan","Paw Paw"
Uber,"United States",US,"Michigan","Pellston"
Uber,"United States",US,"Michigan","Perry"
Uber,"United States",US,"Michigan","Petersburg"
Uber,"United States",US,"Michigan","Petoskey"
Uber,"United States",US,"Michigan","Pinckney"
Uber,"United States",US,"Michigan","Plainwell"
Uber,"United States",US,"Michigan","Pleasant Ridge"
Uber,"United States",US,"Michigan","Plymouth"
Uber,"United States",US,"Michigan","Pontiac"
Uber,"United States",US,"Michigan","Port Huron"
Uber,"United States",US,"Michigan","Portage"
Uber,"United States",US,"Michigan","Portland"
Uber,"United States",US,"Michigan","Potterville"
Uber,"United States",US,"Michigan","Prudenville"
Uber,"United States",US,"Michigan","Quincy"
Uber,"United States",US,"Michigan","Rapid City"
Uber,"United States",US,"Michigan","Ravenna"
Uber,"United States",US,"Michigan","Reese"
Uber,"United States",US,"Michigan","Richland"
Uber,"United States",US,"Michigan","Richmond"
Uber,"United States",US,"Michigan","River Rouge"
Uber,"United States",US,"Michigan","Riverview"
Uber,"United States",US,"Michigan","Rochester Hills"
Uber,"United States",US,"Michigan","Rochester"
Uber,"United States",US,"Michigan","Rockford"
Uber,"United States",US,"Michigan","Rockwood"
Uber,"United States",US,"Michigan","Romeo"
Uber,"United States",US,"Michigan","Romulus"
Uber,"United States",US,"Michigan","Rosebush"
Uber,"United States",US,"Michigan","Roseville"
Uber,"United States",US,"Michigan","Rothbury"
Uber,"United States",US,"Michigan","Royal Oak"
Uber,"United States",US,"Michigan","Saginaw"
Uber,"United States",US,"Michigan","Saint Charles"
Uber,"United States",US,"Michigan","Saint Clair"
Uber,"United States",US,"Michigan","Saint Joseph"
Uber,"United States",US,"Michigan","Saint Louis"
Uber,"United States",US,"Michigan","Saline"
Uber,"United States",US,"Michigan","Sand Lake"
Uber,"United States",US,"Michigan","Sanford"
Uber,"United States",US,"Michigan","Saranac"
Uber,"United States",US,"Michigan","Saugatuck"
Uber,"United States",US,"Michigan","Sault Ste Marie"
Uber,"United States",US,"Michigan","Sawyer"
Uber,"United States",US,"Michigan","Schoolcraft"
Uber,"United States",US,"Michigan","Scottville"
Uber,"United States",US,"Michigan","Shepherd"
Uber,"United States",US,"Michigan","South Boardman"
Uber,"United States",US,"Michigan","South Haven"
Uber,"United States",US,"Michigan","South Lyon"
Uber,"United States",US,"Michigan","South Rockwood"
Uber,"United States",US,"Michigan","Southfield"
Uber,"United States",US,"Michigan","Southgate"
Uber,"United States",US,"Michigan","Sparta"
Uber,"United States",US,"Michigan","Spring Arbor"
Uber,"United States",US,"Michigan","Spring Lake"
Uber,"United States",US,"Michigan","Springfield"
Uber,"United States",US,"Michigan","St Clair Shores"
Uber,"United States",US,"Michigan","St Ignace"
Uber,"United States",US,"Michigan","Sterling Heights"
Uber,"United States",US,"Michigan","Stevensville"
Uber,"United States",US,"Michigan","Sturgis"
Uber,"United States",US,"Michigan","Suttons Bay"
Uber,"United States",US,"Michigan","Swartz Creek"
Uber,"United States",US,"Michigan","Sylvan Lake"
Uber,"United States",US,"Michigan","Sylvania"
Uber,"United States",US,"Michigan","Taylor"
Uber,"United States",US,"Michigan","Tecumseh"
Uber,"United States",US,"Michigan","Tekonsha"
Uber,"United States",US,"Michigan","Temperance"
Uber,"United States",US,"Michigan","Thompsonville"
Uber,"United States",US,"Michigan","Three Oaks"
Uber,"United States",US,"Michigan","Three Rivers"
Uber,"United States",US,"Michigan","Toledo"
Uber,"United States",US,"Michigan","Traverse City"
Uber,"United States",US,"Michigan","Trenton"
Uber,"United States",US,"Michigan","Trowbridge Park"
Uber,"United States",US,"Michigan","Troy"
Uber,"United States",US,"Michigan","Twin Lake"
Uber,"United States",US,"Michigan","Utica"
Uber,"United States",US,"Michigan","Vandalia"
Uber,"United States",US,"Michigan","Vassar"
Uber,"United States",US,"Michigan","Vicksburg"
Uber,"United States",US,"Michigan","Village of Grosse Pointe Shores"
Uber,"United States",US,"Michigan","Walled Lake"
Uber,"United States",US,"Michigan","Warren"
Uber,"United States",US,"Michigan","Watervliet"
Uber,"United States",US,"Michigan","Wayland"
Uber,"United States",US,"Michigan","Wayne"
Uber,"United States",US,"Michigan","Webberville"
Uber,"United States",US,"Michigan","Weidman"
Uber,"United States",US,"Michigan","West Branch"
Uber,"United States",US,"Michigan","Westland"
Uber,"United States",US,"Michigan","Whitehall"
Uber,"United States",US,"Michigan","Whitmore Lake"
Uber,"United States",US,"Michigan","Williamston"
Uber,"United States",US,"Michigan","Wixom"
Uber,"United States",US,"Michigan","Wolverine Lake"
Uber,"United States",US,"Michigan","Woodhaven"
Uber,"United States",US,"Michigan","Wyandotte"
Uber,"United States",US,"Michigan","Wyoming"
Uber,"United States",US,"Michigan","Ypsilanti"
Uber,"United States",US,"Michigan","Zeeland"
Uber,"United States",US,"Missouri","Agency"
Uber,"United States",US,"Missouri","Alba"
Uber,"United States",US,"Missouri","Amazonia"
Uber,"United States",US,"Missouri","Anderson"
Uber,"United States",US,"Missouri","Archie"
Uber,"United States",US,"Missouri","Arnold"
Uber,"United States",US,"Missouri","Arrow Rock"
Uber,"United States",US,"Missouri","Asbury"
Uber,"United States",US,"Missouri","Ash Grove"
Uber,"United States",US,"Missouri","Ashland"
Uber,"United States",US,"Missouri","Augusta"
Uber,"United States",US,"Missouri","Aurora"
Uber,"United States",US,"Missouri","Ballwin"
Uber,"United States",US,"Missouri","Barnhart"
Uber,"United States",US,"Missouri","Bates City"
Uber,"United States",US,"Missouri","Battlefield"
Uber,"United States",US,"Missouri","Bella Vista"
Uber,"United States",US,"Missouri","Belton"
Uber,"United States",US,"Missouri","Benton City"
Uber,"United States",US,"Missouri","Benton"
Uber,"United States",US,"Missouri","Bertrand"
Uber,"United States",US,"Missouri","Big Spring"
Uber,"United States",US,"Missouri","Billings"
Uber,"United States",US,"Missouri","Birmingham"
Uber,"United States",US,"Missouri","Bismarck"
Uber,"United States",US,"Missouri","Black Jack"
Uber,"United States",US,"Missouri","Blackwater"
Uber,"United States",US,"Missouri","Bloomfield"
Uber,"United States",US,"Missouri","Bloomsdale"
Uber,"United States",US,"Missouri","Blue Eye"
Uber,"United States",US,"Missouri","Blue Springs"
Uber,"United States",US,"Missouri","Bolivar"
Uber,"United States",US,"Missouri","Bonne Terre"
Uber,"United States",US,"Missouri","Boonville"
Uber,"United States",US,"Missouri","Bowling Green"
Uber,"United States",US,"Missouri","Branson"
Uber,"United States",US,"Missouri","Bridgeton"
Uber,"United States",US,"Missouri","Brookfield"
Uber,"United States",US,"Missouri","Buckner"
Uber,"United States",US,"Missouri","Buffalo"
Uber,"United States",US,"Missouri","Butler"
Uber,"United States",US,"Missouri","Byrnes Mill"
Uber,"United States",US,"Missouri","Cabool"
Uber,"United States",US,"Missouri","California"
Uber,"United States",US,"Missouri","Camden"
Uber,"United States",US,"Missouri","Camden Point"
Uber,"United States",US,"Missouri","Camdenton"
Uber,"United States",US,"Missouri","Cameron"
Uber,"United States",US,"Missouri","Cape Girardeau"
Uber,"United States",US,"Missouri","Carl Junction"
Uber,"United States",US,"Missouri","Carterville"
Uber,"United States",US,"Missouri","Carthage"
Uber,"United States",US,"Missouri","Cassville"
Uber,"United States",US,"Missouri","Cedar Hill"
Uber,"United States",US,"Missouri","Centralia"
Uber,"United States",US,"Missouri","Chaffee"
Uber,"United States",US,"Missouri","Charleston"
Uber,"United States",US,"Missouri","Charmwood"
Uber,"United States",US,"Missouri","Chesterfield"
Uber,"United States",US,"Missouri","Chilhowee"
Uber,"United States",US,"Missouri","Chillicothe"
Uber,"United States",US,"Missouri","Cleveland"
Uber,"United States",US,"Missouri","Clever"
Uber,"United States",US,"Missouri","Clinton"
Uber,"United States",US,"Missouri","Cole Camp"
Uber,"United States",US,"Missouri","Columbia"
Uber,"United States",US,"Missouri","Concordia"
Uber,"United States",US,"Missouri","Corder"
Uber,"United States",US,"Missouri","Country Club"
Uber,"United States",US,"Missouri","Crane"
Uber,"United States",US,"Missouri","Crocker"
Uber,"United States",US,"Missouri","Crystal City"
Uber,"United States",US,"Missouri","Cuba"
Uber,"United States",US,"Missouri","Dardenne Prairie"
Uber,"United States",US,"Missouri","De Kalb"
Uber,"United States",US,"Missouri","De Soto"
Uber,"United States",US,"Missouri","Dearborn"
Uber,"United States",US,"Missouri","Defiance"
Uber,"United States",US,"Missouri","Desloge"
Uber,"United States",US,"Missouri","Dexter"
Uber,"United States",US,"Missouri","Diamond"
Uber,"United States",US,"Missouri","Doe Run"
Uber,"United States",US,"Missouri","East Prairie"
Uber,"United States",US,"Missouri","Easton"
Uber,"United States",US,"Missouri","Edgerton"
Uber,"United States",US,"Missouri","Eldon"
Uber,"United States",US,"Missouri","Ellisville"
Uber,"United States",US,"Missouri","Elsberry"
Uber,"United States",US,"Missouri","Eolia"
Uber,"United States",US,"Missouri","Eureka"
Uber,"United States",US,"Missouri","Excelsior Springs"
Uber,"United States",US,"Missouri","Exeter"
Uber,"United States",US,"Missouri","Fair Grove"
Uber,"United States",US,"Missouri","Farley"
Uber,"United States",US,"Missouri","Farmington"
Uber,"United States",US,"Missouri","Fayette"
Uber,"United States",US,"Missouri","Fenton"
Uber,"United States",US,"Missouri","Ferrelview"
Uber,"United States",US,"Missouri","Festus"
Uber,"United States",US,"Missouri","Florissant"
Uber,"United States",US,"Missouri","Foley"
Uber,"United States",US,"Missouri","Fordland"
Uber,"United States",US,"Missouri","Foristell"
Uber,"United States",US,"Missouri","Forsyth"
Uber,"United States",US,"Missouri","Franklin"
Uber,"United States",US,"Missouri","Freeman"
Uber,"United States",US,"Missouri","Freistatt"
Uber,"United States",US,"Missouri","Fulton"
Uber,"United States",US,"Missouri","Galena"
Uber,"United States",US,"Missouri","Garden City"
Uber,"United States",US,"Missouri","Gasconade"
Uber,"United States",US,"Missouri","Gerald"
Uber,"United States",US,"Missouri","Goodman"
Uber,"United States",US,"Missouri","Gower"
Uber,"United States",US,"Missouri","Grain Valley"
Uber,"United States",US,"Missouri","Granby"
Uber,"United States",US,"Missouri","Grandview"
Uber,"United States",US,"Missouri","Gravois Mills"
Uber,"United States",US,"Missouri","Gray Summit"
Uber,"United States",US,"Missouri","Greenfield"
Uber,"United States",US,"Missouri","Greenwood"
Uber,"United States",US,"Missouri","Hallsville"
Uber,"United States",US,"Missouri","Hamilton"
Uber,"United States",US,"Missouri","Hannibal"
Uber,"United States",US,"Missouri","Hardin"
Uber,"United States",US,"Missouri","Harrisburg"
Uber,"United States",US,"Missouri","Harrisonville"
Uber,"United States",US,"Missouri","Hartsburg"
Uber,"United States",US,"Missouri","Hawk Point"
Uber,"United States",US,"Missouri","Hayti"
Uber,"United States",US,"Missouri","Hazelwood"
Uber,"United States",US,"Missouri","Henrietta"
Uber,"United States",US,"Missouri","Herculaneum"
Uber,"United States",US,"Missouri","Hermann"
Uber,"United States",US,"Missouri","Higginsville"
Uber,"United States",US,"Missouri","High Hill"
Uber,"United States",US,"Missouri","High Ridge"
Uber,"United States",US,"Missouri","Highlandville"
Uber,"United States",US,"Missouri","Hillsboro"
Uber,"United States",US,"Missouri","Holden"
Uber,"United States",US,"Missouri","Hollister"
Uber,"United States",US,"Missouri","Holt"
Uber,"United States",US,"Missouri","Holts Summit"
Uber,"United States",US,"Missouri","House Springs"
Uber,"United States",US,"Missouri","Houston Lake"
Uber,"United States",US,"Missouri","Houston"
Uber,"United States",US,"Missouri","Imperial"
Uber,"United States",US,"Missouri","Independence"
Uber,"United States",US,"Missouri","Innsbrook"
Uber,"United States",US,"Missouri","Jackson"
Uber,"United States",US,"Missouri","Jamestown"
Uber,"United States",US,"Missouri","Jane"
Uber,"United States",US,"Missouri","Jasper"
Uber,"United States",US,"Missouri","Jefferson City"
Uber,"United States",US,"Missouri","Jonesburg"
Uber,"United States",US,"Missouri","Joplin"
Uber,"United States",US,"Missouri","Kansas City"
Uber,"United States",US,"Missouri","Kearney"
Uber,"United States",US,"Missouri","Kimberling City"
Uber,"United States",US,"Missouri","Kingdom City"
Uber,"United States",US,"Missouri","Kingsville"
Uber,"United States",US,"Missouri","Kirbyville"
Uber,"United States",US,"Missouri","Kirksville"
Uber,"United States",US,"Missouri","Kissee Mills"
Uber,"United States",US,"Missouri","Knob Noster"
Uber,"United States",US,"Missouri","La Monte"
Uber,"United States",US,"Missouri","Lake Lotawana"
Uber,"United States",US,"Missouri","Lake Mykee Town"
Uber,"United States",US,"Missouri","Lake Ozark"
Uber,"United States",US,"Missouri","Lake Saint Louis"
Uber,"United States",US,"Missouri","Lake Tapawingo"
Uber,"United States",US,"Missouri","Lake Waukomis"
Uber,"United States",US,"Missouri","Lake Winnebago"
Uber,"United States",US,"Missouri","Lakeside"
Uber,"United States",US,"Missouri","Lanagan"
Uber,"United States",US,"Missouri","Lathrop"
Uber,"United States",US,"Missouri","Lawson"
Uber,"United States",US,"Missouri","Leadington"
Uber,"United States",US,"Missouri","Leadwood"
Uber,"United States",US,"Missouri","Leawood"
Uber,"United States",US,"Missouri","Lebanon"
Uber,"United States",US,"Missouri","Lees Summit"
Uber,"United States",US,"Missouri","Leeton"
Uber,"United States",US,"Missouri","Levasy"
Uber,"United States",US,"Missouri","Lexington"
Uber,"United States",US,"Missouri","Liberty"
Uber,"United States",US,"Missouri","Linn Creek"
Uber,"United States",US,"Missouri","Linn"
Uber,"United States",US,"Missouri","Loch Lloyd"
Uber,"United States",US,"Missouri","Lohman"
Uber,"United States",US,"Missouri","Lone Jack"
Uber,"United States",US,"Missouri","Macon"
Uber,"United States",US,"Missouri","Marble Hill"
Uber,"United States",US,"Missouri","Marionville"
Uber,"United States",US,"Missouri","Marshall"
Uber,"United States",US,"Missouri","Marshfield"
Uber,"United States",US,"Missouri","Marthasville"
Uber,"United States",US,"Missouri","Maryland Heights"
Uber,"United States",US,"Missouri","Maryville"
Uber,"United States",US,"Missouri","Matthews"
Uber,"United States",US,"Missouri","Maysville"
Uber,"United States",US,"Missouri","Mayview"
Uber,"United States",US,"Missouri","McKittrick"
Uber,"United States",US,"Missouri","Merriam Woods"
Uber,"United States",US,"Missouri","Meta"
Uber,"United States",US,"Missouri","Mexico"
Uber,"United States",US,"Missouri","Mission Hills"
Uber,"United States",US,"Missouri","Missouri City"
Uber,"United States",US,"Missouri","Moberly"
Uber,"United States",US,"Missouri","Monett"
Uber,"United States",US,"Missouri","Montgomery City"
Uber,"United States",US,"Missouri","Mosby"
Uber,"United States",US,"Missouri","Moscow Mills"
Uber,"United States",US,"Missouri","Mount Vernon"
Uber,"United States",US,"Missouri","Mountain View"
Uber,"United States",US,"Missouri","Napoleon"
Uber,"United States",US,"Missouri","Neelyville"
Uber,"United States",US,"Missouri","Neosho"
Uber,"United States",US,"Missouri","Nevada"
Uber,"United States",US,"Missouri","New Bloomfield"
Uber,"United States",US,"Missouri","New Florence"
Uber,"United States",US,"Missouri","New Franklin"
Uber,"United States",US,"Missouri","New Haven"
Uber,"United States",US,"Missouri","Newburg"
Uber,"United States",US,"Missouri","Nixa"
Uber,"United States",US,"Missouri","Noel"
Uber,"United States",US,"Missouri","Northmoor"
Uber,"United States",US,"Missouri","Norwood"
Uber,"United States",US,"Missouri","O Fallon"
Uber,"United States",US,"Missouri","Oak Grove"
Uber,"United States",US,"Missouri","Oak Grove Village"
Uber,"United States",US,"Missouri","Odessa"
Uber,"United States",US,"Missouri","Old Monroe"
Uber,"United States",US,"Missouri","Oran"
Uber,"United States",US,"Missouri","Oronogo"
Uber,"United States",US,"Missouri","Orrick"
Uber,"United States",US,"Missouri","Osage Beach"
Uber,"United States",US,"Missouri","Otterville"
Uber,"United States",US,"Missouri","Overland Park"
Uber,"United States",US,"Missouri","Ozark"
Uber,"United States",US,"Missouri","Pacific"
Uber,"United States",US,"Missouri","Palmyra"
Uber,"United States",US,"Missouri","Park Hills"
Uber,"United States",US,"Missouri","Parkville"
Uber,"United States",US,"Missouri","Parkway"
Uber,"United States",US,"Missouri","Peculiar"
Uber,"United States",US,"Missouri","Perryville"
Uber,"United States",US,"Missouri","Pevely"
Uber,"United States",US,"Missouri","Pineville"
Uber,"United States",US,"Missouri","Platte City"
Uber,"United States",US,"Missouri","Platte Woods"
Uber,"United States",US,"Missouri","Plattsburg"
Uber,"United States",US,"Missouri","Pleasant Hill"
Uber,"United States",US,"Missouri","Pleasant Valley"
Uber,"United States",US,"Missouri","Poplar Bluff"
Uber,"United States",US,"Missouri","Portage des Sioux"
Uber,"United States",US,"Missouri","Potosi"
Uber,"United States",US,"Missouri","Prairie Village"
Uber,"United States",US,"Missouri","Randolph"
Uber,"United States",US,"Missouri","Raymore"
Uber,"United States",US,"Missouri","Raytown"
Uber,"United States",US,"Missouri","Redings Mill"
Uber,"United States",US,"Missouri","Reeds Spring"
Uber,"United States",US,"Missouri","Republic"
Uber,"United States",US,"Missouri","Rhineland"
Uber,"United States",US,"Missouri","Rich Hill"
Uber,"United States",US,"Missouri","Richland"
Uber,"United States",US,"Missouri","Richmond"
Uber,"United States",US,"Missouri","Riverside"
Uber,"United States",US,"Missouri","Rocheport"
Uber,"United States",US,"Missouri","Rockaway Beach"
Uber,"United States",US,"Missouri","Rogersville"
Uber,"United States",US,"Missouri","Rolla"
Uber,"United States",US,"Missouri","Russellville"
Uber,"United States",US,"Missouri","Saddlebrooke"
Uber,"United States",US,"Missouri","Saginaw"
Uber,"United States",US,"Missouri","Saint Ann"
Uber,"United States",US,"Missouri","Saint Charles"
Uber,"United States",US,"Missouri","Saint James"
Uber,"United States",US,"Missouri","Saint Joseph"
Uber,"United States",US,"Missouri","Saint Louis"
Uber,"United States",US,"Missouri","Saint Peters"
Uber,"United States",US,"Missouri","Saint Robert"
Uber,"United States",US,"Missouri","Saint Thomas"
Uber,"United States",US,"Missouri","Sarcoxie"
Uber,"United States",US,"Missouri","Savannah"
Uber,"United States",US,"Missouri","Scott City"
Uber,"United States",US,"Missouri","Sedalia"
Uber,"United States",US,"Missouri","Seneca"
Uber,"United States",US,"Missouri","Shell Knob"
Uber,"United States",US,"Missouri","Shoal Creek Drive"
Uber,"United States",US,"Missouri","Shoal Creek Estates"
Uber,"United States",US,"Missouri","Sibley"
Uber,"United States",US,"Missouri","Sikeston"
Uber,"United States",US,"Missouri","Smithville"
Uber,"United States",US,"Missouri","Sparta"
Uber,"United States",US,"Missouri","Springfield"
Uber,"United States",US,"Missouri","St Clair"
Uber,"United States",US,"Missouri","Ste Genevieve"
Uber,"United States",US,"Missouri","Steelville"
Uber,"United States",US,"Missouri","Stover"
Uber,"United States",US,"Missouri","Strafford"
Uber,"United States",US,"Missouri","Strasburg"
Uber,"United States",US,"Missouri","Sturgeon"
Uber,"United States",US,"Missouri","Sugar Creek"
Uber,"United States",US,"Missouri","Sullivan"
Uber,"United States",US,"Missouri","Sunrise Beach"
Uber,"United States",US,"Missouri","Sweet Springs"
Uber,"United States",US,"Missouri","Taneyville"
Uber,"United States",US,"Missouri","Tipton"
Uber,"United States",US,"Missouri","Trimble"
Uber,"United States",US,"Missouri","Troy"
Uber,"United States",US,"Missouri","Truesdale"
Uber,"United States",US,"Missouri","Tuscumbia"
Uber,"United States",US,"Missouri","Union"
Uber,"United States",US,"Missouri","Unity Village"
Uber,"United States",US,"Missouri","Valley Park"
Uber,"United States",US,"Missouri","Versailles"
Uber,"United States",US,"Missouri","Vienna"
Uber,"United States",US,"Missouri","Villa Ridge"
Uber,"United States",US,"Missouri","Wardsville"
Uber,"United States",US,"Missouri","Warrensburg"
Uber,"United States",US,"Missouri","Warrenton"
Uber,"United States",US,"Missouri","Warsaw"
Uber,"United States",US,"Missouri","Washburn"
Uber,"United States",US,"Missouri","Washington"
Uber,"United States",US,"Missouri","Waynesville"
Uber,"United States",US,"Missouri","Weatherby Lake"
Uber,"United States",US,"Missouri","Webb City"
Uber,"United States",US,"Missouri","Weldon Spring"
Uber,"United States",US,"Missouri","Wellington"
Uber,"United States",US,"Missouri","Wentzville"
Uber,"United States",US,"Missouri","West Alton"
Uber,"United States",US,"Missouri","Westboro"
Uber,"United States",US,"Missouri","Weston"
Uber,"United States",US,"Missouri","Westphalia"
Uber,"United States",US,"Missouri","Willard"
Uber,"United States",US,"Missouri","Willow Springs"
Uber,"United States",US,"Missouri","Windsor"
Uber,"United States",US,"Missouri","Winfield"
Uber,"United States",US,"Missouri","Wood Heights"
Uber,"United States",US,"Missouri","Wright City"
Uber,"United States",US,"Utah","Alpine"
Uber,"United States",US,"Utah","Amalga"
Uber,"United States",US,"Utah","American Fork"
Uber,"United States",US,"Utah","Apple Valley"
Uber,"United States",US,"Utah","Aurora"
Uber,"United States",US,"Utah","Ballard"
Uber,"United States",US,"Utah","Bear River City"
Uber,"United States",US,"Utah","Beaver"
Uber,"United States",US,"Utah","Benjamin"
Uber,"United States",US,"Utah","Benson"
Uber,"United States",US,"Utah","Bluffdale"
Uber,"United States",US,"Utah","Bountiful"
Uber,"United States",US,"Utah","Brigham City"
Uber,"United States",US,"Utah","Cedar City"
Uber,"United States",US,"Utah","Cedar Fort"
Uber,"United States",US,"Utah","Cedar Hills"
Uber,"United States",US,"Utah","Centerville"
Uber,"United States",US,"Utah","Clearfield"
Uber,"United States",US,"Utah","Clinton"
Uber,"United States",US,"Utah","Coalville"
Uber,"United States",US,"Utah","Copperton"
Uber,"United States",US,"Utah","Corinne"
Uber,"United States",US,"Utah","Cottonwood Heights"
Uber,"United States",US,"Utah","Cove"
Uber,"United States",US,"Utah","Dammeron Valley"
Uber,"United States",US,"Utah","Deweyville"
Uber,"United States",US,"Utah","Draper"
Uber,"United States",US,"Utah","Eagle Mountain"
Uber,"United States",US,"Utah","Echo"
Uber,"United States",US,"Utah","Eden"
Uber,"United States",US,"Utah","Elberta"
Uber,"United States",US,"Utah","Elk Ridge"
Uber,"United States",US,"Utah","Enoch"
Uber,"United States",US,"Utah","Erda"
Uber,"United States",US,"Utah","Fairfield"
Uber,"United States",US,"Utah","Farmington"
Uber,"United States",US,"Utah","Farr West"
Uber,"United States",US,"Utah","Fruit Heights"
Uber,"United States",US,"Utah","Garden City"
Uber,"United States",US,"Utah","Garland"
Uber,"United States",US,"Utah","Genola"
Uber,"United States",US,"Utah","Grantsville"
Uber,"United States",US,"Utah","Harrisville"
Uber,"United States",US,"Utah","Heber City"
Uber,"United States",US,"Utah","Helper"
Uber,"United States",US,"Utah","Herriman"
Uber,"United States",US,"Utah","Hideout"
Uber,"United States",US,"Utah","Highland"
Uber,"United States",US,"Utah","Holladay"
Uber,"United States",US,"Utah","Honeyville"
Uber,"United States",US,"Utah","Hooper"
Uber,"United States",US,"Utah","Huntington"
Uber,"United States",US,"Utah","Huntsville"
Uber,"United States",US,"Utah","Hurricane"
Uber,"United States",US,"Utah","Hyde Park"
Uber,"United States",US,"Utah","Hyden"
Uber,"United States",US,"Utah","Hyrum"
Uber,"United States",US,"Utah","Ivins"
Uber,"United States",US,"Utah","Jensen"
Uber,"United States",US,"Utah","Kamas"
Uber,"United States",US,"Utah","Kanab"
Uber,"United States",US,"Utah","Kaysville"
Uber,"United States",US,"Utah","La Verkin"
Uber,"United States",US,"Utah","Layton"
Uber,"United States",US,"Utah","Lehi"
Uber,"United States",US,"Utah","Levan"
Uber,"United States",US,"Utah","Lewiston"
Uber,"United States",US,"Utah","Lindon"
Uber,"United States",US,"Utah","Logan"
Uber,"United States",US,"Utah","Magna"
Uber,"United States",US,"Utah","Manti"
Uber,"United States",US,"Utah","Mantua"
Uber,"United States",US,"Utah","Mapleton"
Uber,"United States",US,"Utah","Marriott-Slaterville"
Uber,"United States",US,"Utah","Mendon"
Uber,"United States",US,"Utah","Midvale"
Uber,"United States",US,"Utah","Midway"
Uber,"United States",US,"Utah","Millville"
Uber,"United States",US,"Utah","Moab"
Uber,"United States",US,"Utah","Mona"
Uber,"United States",US,"Utah","Morgan"
Uber,"United States",US,"Utah","Murray"
Uber,"United States",US,"Utah","Nephi"
Uber,"United States",US,"Utah","Newton"
